"","cod_com","Nombre_Comuna","Sexo","Edad","valores","anio","valores2","porcentaje"
"1",16204,"Ninhue","Hombre",0,-41,"2002",41,0.689307330195024
"2",16204,"Ninhue","Mujer",0,43,"2002",43,0.722932078009415
"3",16204,"Ninhue","Hombre",1,-42,"2002",42,0.706119704102219
"4",16204,"Ninhue","Mujer",1,45,"2002",45,0.756556825823806
"5",16204,"Ninhue","Hombre",2,-42,"2002",42,0.706119704102219
"6",16204,"Ninhue","Mujer",2,48,"2002",48,0.806993947545393
"7",16204,"Ninhue","Hombre",3,-41,"2002",41,0.689307330195024
"8",16204,"Ninhue","Mujer",3,49,"2002",49,0.823806321452589
"9",16204,"Ninhue","Hombre",4,-41,"2002",41,0.689307330195024
"10",16204,"Ninhue","Mujer",4,48,"2002",48,0.806993947545393
"11",16204,"Ninhue","Hombre",5,-41,"2002",41,0.689307330195024
"12",16204,"Ninhue","Mujer",5,43,"2002",43,0.722932078009415
"13",16204,"Ninhue","Hombre",6,-43,"2002",43,0.722932078009415
"14",16204,"Ninhue","Mujer",6,43,"2002",43,0.722932078009415
"15",16204,"Ninhue","Hombre",7,-45,"2002",45,0.756556825823806
"16",16204,"Ninhue","Mujer",7,46,"2002",46,0.773369199731002
"17",16204,"Ninhue","Hombre",8,-48,"2002",48,0.806993947545393
"18",16204,"Ninhue","Mujer",8,52,"2002",52,0.874243443174176
"19",16204,"Ninhue","Hombre",9,-52,"2002",52,0.874243443174176
"20",16204,"Ninhue","Mujer",9,55,"2002",55,0.924680564895763
"21",16204,"Ninhue","Hombre",10,-59,"2002",59,0.991930060524546
"22",16204,"Ninhue","Mujer",10,57,"2002",57,0.958305312710155
"23",16204,"Ninhue","Hombre",11,-64,"2002",64,1.07599193006052
"24",16204,"Ninhue","Mujer",11,56,"2002",56,0.941492938802959
"25",16204,"Ninhue","Hombre",12,-65,"2002",65,1.09280430396772
"26",16204,"Ninhue","Mujer",12,56,"2002",56,0.941492938802959
"27",16204,"Ninhue","Hombre",13,-62,"2002",62,1.04236718224613
"28",16204,"Ninhue","Mujer",13,55,"2002",55,0.924680564895763
"29",16204,"Ninhue","Hombre",14,-58,"2002",58,0.97511768661735
"30",16204,"Ninhue","Mujer",14,56,"2002",56,0.941492938802959
"31",16204,"Ninhue","Hombre",15,-54,"2002",54,0.907868190988568
"32",16204,"Ninhue","Mujer",15,56,"2002",56,0.941492938802959
"33",16204,"Ninhue","Hombre",16,-51,"2002",51,0.857431069266981
"34",16204,"Ninhue","Mujer",16,58,"2002",58,0.97511768661735
"35",16204,"Ninhue","Hombre",17,-47,"2002",47,0.790181573638198
"36",16204,"Ninhue","Mujer",17,55,"2002",55,0.924680564895763
"37",16204,"Ninhue","Hombre",18,-44,"2002",44,0.739744451916611
"38",16204,"Ninhue","Mujer",18,48,"2002",48,0.806993947545393
"39",16204,"Ninhue","Hombre",19,-41,"2002",41,0.689307330195024
"40",16204,"Ninhue","Mujer",19,39,"2002",39,0.655682582380632
"41",16204,"Ninhue","Hombre",20,-39,"2002",39,0.655682582380632
"42",16204,"Ninhue","Mujer",20,36,"2002",36,0.605245460659045
"43",16204,"Ninhue","Hombre",21,-37,"2002",37,0.622057834566241
"44",16204,"Ninhue","Mujer",21,35,"2002",35,0.588433086751849
"45",16204,"Ninhue","Hombre",22,-36,"2002",36,0.605245460659045
"46",16204,"Ninhue","Mujer",22,37,"2002",37,0.622057834566241
"47",16204,"Ninhue","Hombre",23,-35,"2002",35,0.588433086751849
"48",16204,"Ninhue","Mujer",23,36,"2002",36,0.605245460659045
"49",16204,"Ninhue","Hombre",24,-35,"2002",35,0.588433086751849
"50",16204,"Ninhue","Mujer",24,34,"2002",34,0.571620712844654
"51",16204,"Ninhue","Hombre",25,-34,"2002",34,0.571620712844654
"52",16204,"Ninhue","Mujer",25,31,"2002",31,0.521183591123067
"53",16204,"Ninhue","Hombre",26,-34,"2002",34,0.571620712844654
"54",16204,"Ninhue","Mujer",26,31,"2002",31,0.521183591123067
"55",16204,"Ninhue","Hombre",27,-36,"2002",36,0.605245460659045
"56",16204,"Ninhue","Mujer",27,34,"2002",34,0.571620712844654
"57",16204,"Ninhue","Hombre",28,-38,"2002",38,0.638870208473436
"58",16204,"Ninhue","Mujer",28,37,"2002",37,0.622057834566241
