"","cod_com","Nombre_Comuna","Sexo","Edad","valores","anio","valores2","porcentaje"
"1",7109,"San Clemente","Hombre",0,-299,"2002",299,0.76664700905105
"2",7109,"San Clemente","Mujer",0,346,"2002",346,0.88715673957078
"3",7109,"San Clemente","Hombre",1,-308,"2002",308,0.789723340427169
"4",7109,"San Clemente","Mujer",1,350,"2002",350,0.897412886849055
"5",7109,"San Clemente","Hombre",2,-313,"2002",313,0.802543524525012
"6",7109,"San Clemente","Mujer",2,348,"2002",348,0.892284813209918
"7",7109,"San Clemente","Hombre",3,-324,"2002",324,0.830747929540268
"8",7109,"San Clemente","Mujer",3,347,"2002",347,0.889720776390349
"9",7109,"San Clemente","Hombre",4,-335,"2002",335,0.858952334555524
"10",7109,"San Clemente","Mujer",4,351,"2002",351,0.899976923668624
"11",7109,"San Clemente","Hombre",5,-351,"2002",351,0.899976923668624
"12",7109,"San Clemente","Mujer",5,355,"2002",355,0.910233070946899
"13",7109,"San Clemente","Hombre",6,-366,"2002",366,0.938437475962155
"14",7109,"San Clemente","Mujer",6,366,"2002",366,0.938437475962155
"15",7109,"San Clemente","Hombre",7,-374,"2002",374,0.958949770518705
"16",7109,"San Clemente","Mujer",7,377,"2002",377,0.966641880977411
"17",7109,"San Clemente","Hombre",8,-381,"2002",381,0.976898028255686
"18",7109,"San Clemente","Mujer",8,391,"2002",391,1.00253839645137
"19",7109,"San Clemente","Hombre",9,-388,"2002",388,0.994846285992667
"20",7109,"San Clemente","Mujer",9,397,"2002",397,1.01792261736879
"21",7109,"San Clemente","Hombre",10,-406,"2002",406,1.0409989487449
"22",7109,"San Clemente","Mujer",10,405,"2002",405,1.03843491192534
"23",7109,"San Clemente","Hombre",11,-423,"2002",423,1.08458757467757
"24",7109,"San Clemente","Mujer",11,410,"2002",410,1.05125509602318
"25",7109,"San Clemente","Hombre",12,-404,"2002",404,1.03587087510577
"26",7109,"San Clemente","Mujer",12,395,"2002",395,1.01279454372965
"27",7109,"San Clemente","Hombre",13,-388,"2002",388,0.994846285992667
"28",7109,"San Clemente","Mujer",13,385,"2002",385,0.987154175533961
"29",7109,"San Clemente","Hombre",14,-351,"2002",351,0.899976923668624
"30",7109,"San Clemente","Mujer",14,362,"2002",362,0.92818132868388
"31",7109,"San Clemente","Hombre",15,-331,"2002",331,0.848696187277249
"32",7109,"San Clemente","Mujer",15,339,"2002",339,0.869208481833799
"33",7109,"San Clemente","Hombre",16,-314,"2002",314,0.805107561344581
"34",7109,"San Clemente","Mujer",16,319,"2002",319,0.817927745442425
"35",7109,"San Clemente","Hombre",17,-307,"2002",307,0.7871593036076
"36",7109,"San Clemente","Mujer",17,299,"2002",299,0.76664700905105
"37",7109,"San Clemente","Hombre",18,-300,"2002",300,0.769211045870619
"38",7109,"San Clemente","Mujer",18,293,"2002",293,0.751262788133638
"39",7109,"San Clemente","Hombre",19,-303,"2002",303,0.776903156329325
"40",7109,"San Clemente","Mujer",19,297,"2002",297,0.761518935411913
"41",7109,"San Clemente","Hombre",20,-296,"2002",296,0.758954898592344
"42",7109,"San Clemente","Mujer",20,303,"2002",303,0.776903156329325
"43",7109,"San Clemente","Hombre",21,-281,"2002",281,0.720494346298813
"44",7109,"San Clemente","Mujer",21,294,"2002",294,0.753826824953206
"45",7109,"San Clemente","Hombre",22,-266,"2002",266,0.682033794005282
"46",7109,"San Clemente","Mujer",22,285,"2002",285,0.730750493577088
"47",7109,"San Clemente","Hombre",23,-266,"2002",266,0.682033794005282
"48",7109,"San Clemente","Mujer",23,285,"2002",285,0.730750493577088
"49",7109,"San Clemente","Hombre",24,-282,"2002",282,0.723058383118382
"50",7109,"San Clemente","Mujer",24,294,"2002",294,0.753826824953206
"51",7109,"San Clemente","Hombre",25,-311,"2002",311,0.797415450885875
"52",7109,"San Clemente","Mujer",25,309,"2002",309,0.792287377246737
"53",7109,"San Clemente","Hombre",26,-322,"2002",322,0.825619855901131
