"","cod_com","Nombre_Comuna","Sexo","Edad","valores","anio","valores2","porcentaje"
"1",13126,"Quinta Normal","Hombre",0,-811,"2002",811,0.706975608905626
"2",13126,"Quinta Normal","Mujer",0,766,"2002",766,0.667747615809753
"3",13126,"Quinta Normal","Hombre",1,-827,"2002",827,0.720923339784159
"4",13126,"Quinta Normal","Mujer",1,783,"2002",783,0.682567079868194
"5",13126,"Quinta Normal","Hombre",2,-843,"2002",843,0.734871070662692
"6",13126,"Quinta Normal","Mujer",2,802,"2002",802,0.699130010286451
"7",13126,"Quinta Normal","Hombre",3,-857,"2002",857,0.747075335181408
"8",13126,"Quinta Normal","Mujer",3,826,"2002",826,0.720051606604251
"9",13126,"Quinta Normal","Hombre",4,-868,"2002",868,0.756664400160399
"10",13126,"Quinta Normal","Mujer",4,830,"2002",830,0.723538539323884
"11",13126,"Quinta Normal","Hombre",5,-879,"2002",879,0.76625346513939
"12",13126,"Quinta Normal","Mujer",5,835,"2002",835,0.727897205223425
"13",13126,"Quinta Normal","Hombre",6,-904,"2002",904,0.788046794637097
"14",13126,"Quinta Normal","Mujer",6,845,"2002",845,0.736614537022508
"15",13126,"Quinta Normal","Hombre",7,-914,"2002",914,0.79676412643618
"16",13126,"Quinta Normal","Mujer",7,856,"2002",856,0.746203602001499
"17",13126,"Quinta Normal","Hombre",8,-924,"2002",924,0.805481458235263
"18",13126,"Quinta Normal","Mujer",8,865,"2002",865,0.754049200620674
"19",13126,"Quinta Normal","Hombre",9,-932,"2002",932,0.81245532367453
"20",13126,"Quinta Normal","Mujer",9,873,"2002",873,0.76102306605994
"21",13126,"Quinta Normal","Hombre",10,-953,"2002",953,0.830761720452604
"22",13126,"Quinta Normal","Mujer",10,905,"2002",905,0.788918527817006
"23",13126,"Quinta Normal","Hombre",11,-968,"2002",968,0.843837718151228
"24",13126,"Quinta Normal","Mujer",11,947,"2002",947,0.825531321373154
"25",13126,"Quinta Normal","Hombre",12,-939,"2002",939,0.818557455933888
"26",13126,"Quinta Normal","Mujer",12,941,"2002",941,0.820300922293704
"27",13126,"Quinta Normal","Hombre",13,-922,"2002",922,0.803737991875447
"28",13126,"Quinta Normal","Mujer",13,920,"2002",920,0.80199452551563
"29",13126,"Quinta Normal","Hombre",14,-878,"2002",878,0.765381731959482
"30",13126,"Quinta Normal","Mujer",14,861,"2002",861,0.750562267901041
"31",13126,"Quinta Normal","Hombre",15,-857,"2002",857,0.747075335181408
"32",13126,"Quinta Normal","Mujer",15,827,"2002",827,0.720923339784159
"33",13126,"Quinta Normal","Hombre",16,-839,"2002",839,0.731384137943058
"34",13126,"Quinta Normal","Mujer",16,811,"2002",811,0.706975608905626
"35",13126,"Quinta Normal","Hombre",17,-840,"2002",840,0.732255871122967
"36",13126,"Quinta Normal","Mujer",17,806,"2002",806,0.702616943006085
"37",13126,"Quinta Normal","Hombre",18,-862,"2002",862,0.751434001080949
"38",13126,"Quinta Normal","Mujer",18,822,"2002",822,0.716564673884617
"39",13126,"Quinta Normal","Hombre",19,-888,"2002",888,0.774099063758565
"40",13126,"Quinta Normal","Mujer",19,846,"2002",846,0.737486270202416
"41",13126,"Quinta Normal","Hombre",20,-901,"2002",901,0.785431595097373
"42",13126,"Quinta Normal","Mujer",20,870,"2002",870,0.758407866520216
"43",13126,"Quinta Normal","Hombre",21,-900,"2002",900,0.784559861917464
"44",13126,"Quinta Normal","Mujer",21,885,"2002",885,0.77148386421884
"45",13126,"Quinta Normal","Hombre",22,-908,"2002",908,0.791533727356731
"46",13126,"Quinta Normal","Mujer",22,895,"2002",895,0.780201196017923
"47",13126,"Quinta Normal","Hombre",23,-933,"2002",933,0.813327056854438
"48",13126,"Quinta Normal","Mujer",23,911,"2002",911,0.794148926896456
"49",13126,"Quinta Normal","Hombre",24,-985,"2002",985,0.858657182209669
"50",13126,"Quinta Normal","Mujer",24,937,"2002",937,0.816813989574071
"51",13126,"Quinta Normal","Hombre",25,-1030,"2002",1030,0.897885175305542
"52",13126,"Quinta Normal","Mujer",25,966,"2002",966,0.842094251791412
"53",13126,"Quinta Normal","Hombre",26,-1050,"2002",1050,0.915319838903708
"54",13126,"Quinta Normal","Mujer",26,980,"2002",980,0.854298516310128
"55",13126,"Quinta Normal","Hombre",27,-1033,"2002",1033,0.900500374845267
"56",13126,"Quinta Normal","Mujer",27,970,"2002",970,0.845581184511045
"57",13126,"Quinta Normal","Hombre",28,-998,"2002",998,0.869989713548477
"58",13126,"Quinta Normal","Mujer",28,933,"2002",933,0.813327056854438
"59",13126,"Quinta Normal","Hombre",29,-963,"2002",963,0.839479052251687
"60",13126,"Quinta Normal","Mujer",29,888,"2002",888,0.774099063758565
"61",13126,"Quinta Normal","Hombre",30,-930,"2002",930,0.810711857314713
"62",13126,"Quinta Normal","Mujer",30,844,"2002",844,0.7357428038426
"63",13126,"Quinta Normal","Hombre",31,-886,"2002",886,0.772355597398748
"64",13126,"Quinta Normal","Mujer",31,810,"2002",810,0.706103875725718
"65",13126,"Quinta Normal","Hombre",32,-854,"2002",854,0.744460135641683
"66",13126,"Quinta Normal","Mujer",32,796,"2002",796,0.693899611207002
"67",13126,"Quinta Normal","Hombre",33,-838,"2002",838,0.73051240476315
"68",13126,"Quinta Normal","Mujer",33,801,"2002",801,0.698258277106543
"69",13126,"Quinta Normal","Hombre",34,-837,"2002",837,0.729640671583242
"70",13126,"Quinta Normal","Mujer",34,805,"2002",805,0.701745209826176
"71",13126,"Quinta Normal","Hombre",35,-845,"2002",845,0.736614537022508
"72",13126,"Quinta Normal","Mujer",35,814,"2002",814,0.709590808445351
"73",13126,"Quinta Normal","Hombre",36,-849,"2002",849,0.740101469742141
"74",13126,"Quinta Normal","Mujer",36,824,"2002",824,0.718308140244434
"75",13126,"Quinta Normal","Hombre",37,-853,"2002",853,0.743588402461774
"76",13126,"Quinta Normal","Mujer",37,846,"2002",846,0.737486270202416
"77",13126,"Quinta Normal","Hombre",38,-836,"2002",836,0.728768938403333
"78",13126,"Quinta Normal","Mujer",38,850,"2002",850,0.74097320292205
"79",13126,"Quinta Normal","Hombre",39,-820,"2002",820,0.714821207524801
"80",13126,"Quinta Normal","Mujer",39,840,"2002",840,0.732255871122967
"81",13126,"Quinta Normal","Hombre",40,-796,"2002",796,0.693899611207002
"82",13126,"Quinta Normal","Mujer",40,823,"2002",823,0.717436407064526
"83",13126,"Quinta Normal","Hombre",41,-776,"2002",776,0.676464947608836
"84",13126,"Quinta Normal","Mujer",41,813,"2002",813,0.708719075265443
"85",13126,"Quinta Normal","Hombre",42,-745,"2002",745,0.649441219031679
"86",13126,"Quinta Normal","Mujer",42,808,"2002",808,0.704360409365901
"87",13126,"Quinta Normal","Hombre",43,-725,"2002",725,0.632006555433513
"88",13126,"Quinta Normal","Mujer",43,800,"2002",800,0.697386543926635
"89",13126,"Quinta Normal","Hombre",44,-715,"2002",715,0.62328922363443
"90",13126,"Quinta Normal","Mujer",44,800,"2002",800,0.697386543926635
"91",13126,"Quinta Normal","Hombre",45,-712,"2002",712,0.620674024094705
"92",13126,"Quinta Normal","Mujer",45,787,"2002",787,0.686054012587827
"93",13126,"Quinta Normal","Hombre",46,-698,"2002",698,0.608469759575989
"94",13126,"Quinta Normal","Mujer",46,774,"2002",774,0.674721481249019
"95",13126,"Quinta Normal","Hombre",47,-683,"2002",683,0.595393761877365
"96",13126,"Quinta Normal","Mujer",47,753,"2002",753,0.656415084470945
"97",13126,"Quinta Normal","Hombre",48,-669,"2002",669,0.583189497358648
"98",13126,"Quinta Normal","Mujer",48,742,"2002",742,0.646826019491954
"99",13126,"Quinta Normal","Hombre",49,-672,"2002",672,0.585804696898373
"100",13126,"Quinta Normal","Mujer",49,732,"2002",732,0.638108687692871
"101",13126,"Quinta Normal","Hombre",50,-677,"2002",677,0.590163362797915
"102",13126,"Quinta Normal","Mujer",50,727,"2002",727,0.63375002179333
"103",13126,"Quinta Normal","Hombre",51,-668,"2002",668,0.58231776417874
"104",13126,"Quinta Normal","Mujer",51,721,"2002",721,0.62851962271388
"105",13126,"Quinta Normal","Hombre",52,-624,"2002",624,0.543961504262775
"106",13126,"Quinta Normal","Mujer",52,670,"2002",670,0.584061230538557
"107",13126,"Quinta Normal","Hombre",53,-579,"2002",579,0.504733511166902
"108",13126,"Quinta Normal","Mujer",53,639,"2002",639,0.5570375019614
"109",13126,"Quinta Normal","Hombre",54,-567,"2002",567,0.494272713008003
"110",13126,"Quinta Normal","Mujer",54,627,"2002",627,0.5465767038025
"111",13126,"Quinta Normal","Hombre",55,-545,"2002",545,0.47509458305002
"112",13126,"Quinta Normal","Mujer",55,600,"2002",600,0.523039907944976
"113",13126,"Quinta Normal","Hombre",56,-526,"2002",526,0.458531652631762
"114",13126,"Quinta Normal","Mujer",56,569,"2002",569,0.496016179367819
"115",13126,"Quinta Normal","Hombre",57,-500,"2002",500,0.435866589954147
"116",13126,"Quinta Normal","Mujer",57,543,"2002",543,0.473351116690203
"117",13126,"Quinta Normal","Hombre",58,-470,"2002",470,0.409714594556898
"118",13126,"Quinta Normal","Mujer",58,527,"2002",527,0.459403385811671
"119",13126,"Quinta Normal","Hombre",59,-449,"2002",449,0.391408197778824
"120",13126,"Quinta Normal","Mujer",59,518,"2002",518,0.451557787192496
"121",13126,"Quinta Normal","Hombre",60,-442,"2002",442,0.385306065519466
"122",13126,"Quinta Normal","Mujer",60,521,"2002",521,0.454172986732221
"123",13126,"Quinta Normal","Hombre",61,-436,"2002",436,0.380075666440016
"124",13126,"Quinta Normal","Mujer",61,518,"2002",518,0.451557787192496
"125",13126,"Quinta Normal","Hombre",62,-420,"2002",420,0.366127935561483
"126",13126,"Quinta Normal","Mujer",62,510,"2002",510,0.44458392175323
"127",13126,"Quinta Normal","Hombre",63,-396,"2002",396,0.345206339243684
"128",13126,"Quinta Normal","Mujer",63,490,"2002",490,0.427149258155064
"129",13126,"Quinta Normal","Hombre",64,-376,"2002",376,0.327771675645518
"130",13126,"Quinta Normal","Mujer",64,471,"2002",471,0.410586327736806
"131",13126,"Quinta Normal","Hombre",65,-359,"2002",359,0.312952211587077
"132",13126,"Quinta Normal","Mujer",65,449,"2002",449,0.391408197778824
"133",13126,"Quinta Normal","Hombre",66,-348,"2002",348,0.303363146608086
"134",13126,"Quinta Normal","Mujer",66,438,"2002",438,0.381819132799833
"135",13126,"Quinta Normal","Hombre",67,-339,"2002",339,0.295517547988912
"136",13126,"Quinta Normal","Mujer",67,432,"2002",432,0.376588733720383
"137",13126,"Quinta Normal","Hombre",68,-338,"2002",338,0.294645814809003
"138",13126,"Quinta Normal","Mujer",68,445,"2002",445,0.387921265059191
"139",13126,"Quinta Normal","Hombre",69,-338,"2002",338,0.294645814809003
"140",13126,"Quinta Normal","Mujer",69,456,"2002",456,0.397510330038182
