"","cod_com","Nombre_Comuna","Sexo","Edad","valores","anio","valores2","porcentaje"
"1",2301,"Tocopilla","Hombre",0,-210,"2002",210,0.846091861402095
"2",2301,"Tocopilla","Mujer",0,216,"2002",216,0.870265914585012
"3",2301,"Tocopilla","Hombre",1,-210,"2002",210,0.846091861402095
"4",2301,"Tocopilla","Mujer",1,210,"2002",210,0.846091861402095
"5",2301,"Tocopilla","Hombre",2,-206,"2002",206,0.829975825946817
"6",2301,"Tocopilla","Mujer",2,206,"2002",206,0.829975825946817
"7",2301,"Tocopilla","Hombre",3,-211,"2002",211,0.850120870265915
"8",2301,"Tocopilla","Mujer",3,204,"2002",204,0.821917808219178
"9",2301,"Tocopilla","Hombre",4,-220,"2002",220,0.88638195004029
"10",2301,"Tocopilla","Mujer",4,207,"2002",207,0.834004834810637
"11",2301,"Tocopilla","Hombre",5,-235,"2002",235,0.946817082997583
"12",2301,"Tocopilla","Mujer",5,208,"2002",208,0.838033843674456
"13",2301,"Tocopilla","Hombre",6,-245,"2002",245,0.987107171635778
"14",2301,"Tocopilla","Mujer",6,216,"2002",216,0.870265914585012
"15",2301,"Tocopilla","Hombre",7,-253,"2002",253,1.01933924254633
"16",2301,"Tocopilla","Mujer",7,221,"2002",221,0.89041095890411
"17",2301,"Tocopilla","Hombre",8,-259,"2002",259,1.04351329572925
"18",2301,"Tocopilla","Mujer",8,230,"2002",230,0.926672038678485
"19",2301,"Tocopilla","Hombre",9,-267,"2002",267,1.07574536663981
"20",2301,"Tocopilla","Mujer",9,238,"2002",238,0.958904109589041
"21",2301,"Tocopilla","Hombre",10,-270,"2002",270,1.08783239323127
"22",2301,"Tocopilla","Mujer",10,253,"2002",253,1.01933924254633
"23",2301,"Tocopilla","Hombre",11,-273,"2002",273,1.09991941982272
"24",2301,"Tocopilla","Mujer",11,264,"2002",264,1.06365834004835
"25",2301,"Tocopilla","Hombre",12,-267,"2002",267,1.07574536663981
"26",2301,"Tocopilla","Mujer",12,261,"2002",261,1.05157131345689
"27",2301,"Tocopilla","Hombre",13,-266,"2002",266,1.07171635777599
"28",2301,"Tocopilla","Mujer",13,253,"2002",253,1.01933924254633
"29",2301,"Tocopilla","Hombre",14,-256,"2002",256,1.03142626913779
"30",2301,"Tocopilla","Mujer",14,239,"2002",239,0.962933118452861
"31",2301,"Tocopilla","Hombre",15,-247,"2002",247,0.995165189363417
"32",2301,"Tocopilla","Mujer",15,229,"2002",229,0.922643029814666
"33",2301,"Tocopilla","Hombre",16,-231,"2002",231,0.930701047542305
