"","cod_com","Nombre_Comuna","Sexo","Edad","valores","anio","valores2","porcentaje"
"1",13107,"Huechuraba","Hombre",0,-758,"2002",758,0.989310745376473
"2",13107,"Huechuraba","Mujer",0,702,"2002",702,0.916221824873726
"3",13107,"Huechuraba","Hombre",1,-756,"2002",756,0.986700426787089
"4",13107,"Huechuraba","Mujer",1,708,"2002",708,0.924052780641877
"5",13107,"Huechuraba","Hombre",2,-744,"2002",744,0.971038515250786
"6",13107,"Huechuraba","Mujer",2,713,"2002",713,0.930578577115337
"7",13107,"Huechuraba","Hombre",3,-750,"2002",750,0.978869471018938
"8",13107,"Huechuraba","Mujer",3,725,"2002",725,0.94624048865164
"9",13107,"Huechuraba","Hombre",4,-756,"2002",756,0.986700426787089
"10",13107,"Huechuraba","Mujer",4,737,"2002",737,0.961902400187943
"11",13107,"Huechuraba","Hombre",5,-767,"2002",767,1.0010571790287
"12",13107,"Huechuraba","Mujer",5,757,"2002",757,0.988005586081781
"13",13107,"Huechuraba","Hombre",6,-768,"2002",768,1.00236233832339
"14",13107,"Huechuraba","Mujer",6,774,"2002",774,1.01019329409154
"15",13107,"Huechuraba","Hombre",7,-754,"2002",754,0.984090108197705
"16",13107,"Huechuraba","Mujer",7,780,"2002",780,1.0180242498597
"17",13107,"Huechuraba","Hombre",8,-745,"2002",745,0.972343674545478
"18",13107,"Huechuraba","Mujer",8,773,"2002",773,1.00888813479685
"19",13107,"Huechuraba","Hombre",9,-743,"2002",743,0.969733355956094
"20",13107,"Huechuraba","Mujer",9,768,"2002",768,1.00236233832339
"21",13107,"Huechuraba","Hombre",10,-761,"2002",761,0.993226223260549
"22",13107,"Huechuraba","Mujer",10,766,"2002",766,0.999752019734009
"23",13107,"Huechuraba","Hombre",11,-776,"2002",776,1.01280361268093
"24",13107,"Huechuraba","Mujer",11,775,"2002",775,1.01149845338624
"25",13107,"Huechuraba","Hombre",12,-749,"2002",749,0.977564311724246
"26",13107,"Huechuraba","Mujer",12,737,"2002",737,0.961902400187943
"27",13107,"Huechuraba","Hombre",13,-720,"2002",720,0.93971469217818
"28",13107,"Huechuraba","Mujer",13,710,"2002",710,0.926663099231261
"29",13107,"Huechuraba","Hombre",14,-669,"2002",669,0.873151568148893
"30",13107,"Huechuraba","Mujer",14,658,"2002",658,0.858794815907281
"31",13107,"Huechuraba","Hombre",15,-638,"2002",638,0.832691630013443
"32",13107,"Huechuraba","Mujer",15,628,"2002",628,0.819640037066524
"33",13107,"Huechuraba","Hombre",16,-618,"2002",618,0.806588444119605
"34",13107,"Huechuraba","Mujer",16,606,"2002",606,0.790926532583302
"35",13107,"Huechuraba","Hombre",17,-607,"2002",607,0.792231691877994
"36",13107,"Huechuraba","Mujer",17,595,"2002",595,0.776569780341691
"37",13107,"Huechuraba","Hombre",18,-600,"2002",600,0.78309557681515
"38",13107,"Huechuraba","Mujer",18,602,"2002",602,0.785705895404534
"39",13107,"Huechuraba","Hombre",19,-594,"2002",594,0.775264621046999
"40",13107,"Huechuraba","Mujer",19,600,"2002",600,0.78309557681515
"41",13107,"Huechuraba","Hombre",20,-584,"2002",584,0.76221302810008
"42",13107,"Huechuraba","Mujer",20,593,"2002",593,0.773959461752307
"43",13107,"Huechuraba","Hombre",21,-580,"2002",580,0.756992390921312
"44",13107,"Huechuraba","Mujer",21,578,"2002",578,0.754382072331928
"45",13107,"Huechuraba","Hombre",22,-568,"2002",568,0.741330479385009
"46",13107,"Huechuraba","Mujer",22,575,"2002",575,0.750466594447852
"47",13107,"Huechuraba","Hombre",23,-558,"2002",558,0.72827888643809
"48",13107,"Huechuraba","Mujer",23,580,"2002",580,0.756992390921312
"49",13107,"Huechuraba","Hombre",24,-559,"2002",559,0.729584045732782
"50",13107,"Huechuraba","Mujer",24,601,"2002",601,0.784400736109842
"51",13107,"Huechuraba","Hombre",25,-574,"2002",574,0.74916143515316
"52",13107,"Huechuraba","Mujer",25,628,"2002",628,0.819640037066524
"53",13107,"Huechuraba","Hombre",26,-602,"2002",602,0.785705895404534
"54",13107,"Huechuraba","Mujer",26,655,"2002",655,0.854879338023206
"55",13107,"Huechuraba","Hombre",27,-634,"2002",634,0.827470992834676
"56",13107,"Huechuraba","Mujer",27,681,"2002",681,0.888813479685196
"57",13107,"Huechuraba","Hombre",28,-654,"2002",654,0.853574178728514
"58",13107,"Huechuraba","Mujer",28,696,"2002",696,0.908390869105574
"59",13107,"Huechuraba","Hombre",29,-672,"2002",672,0.877067046032968
"60",13107,"Huechuraba","Mujer",29,722,"2002",722,0.942325010767564
"61",13107,"Huechuraba","Hombre",30,-679,"2002",679,0.886203161095812
"62",13107,"Huechuraba","Mujer",30,743,"2002",743,0.969733355956094
"63",13107,"Huechuraba","Hombre",31,-686,"2002",686,0.895339276158655
"64",13107,"Huechuraba","Mujer",31,765,"2002",765,0.998446860439317
"65",13107,"Huechuraba","Hombre",32,-704,"2002",704,0.91883214346311
"66",13107,"Huechuraba","Mujer",32,774,"2002",774,1.01019329409154
"67",13107,"Huechuraba","Hombre",33,-726,"2002",726,0.947545647946332
"68",13107,"Huechuraba","Mujer",33,777,"2002",777,1.01410877197562
"69",13107,"Huechuraba","Hombre",34,-730,"2002",730,0.9527662851251
"70",13107,"Huechuraba","Mujer",34,755,"2002",755,0.985395267492397
"71",13107,"Huechuraba","Hombre",35,-703,"2002",703,0.917526984168418
"72",13107,"Huechuraba","Mujer",35,720,"2002",720,0.93971469217818
"73",13107,"Huechuraba","Hombre",36,-668,"2002",668,0.871846408854201
"74",13107,"Huechuraba","Mujer",36,673,"2002",673,0.87837220532766
"75",13107,"Huechuraba","Hombre",37,-646,"2002",646,0.843132904370978
"76",13107,"Huechuraba","Mujer",37,636,"2002",636,0.830081311424059
"77",13107,"Huechuraba","Hombre",38,-624,"2002",624,0.814419399887756
"78",13107,"Huechuraba","Mujer",38,600,"2002",600,0.78309557681515
"79",13107,"Huechuraba","Hombre",39,-599,"2002",599,0.781790417520458
"80",13107,"Huechuraba","Mujer",39,561,"2002",561,0.732194364322166
"81",13107,"Huechuraba","Hombre",40,-562,"2002",562,0.733499523616857
"82",13107,"Huechuraba","Mujer",40,518,"2002",518,0.676072514650413
"83",13107,"Huechuraba","Hombre",41,-524,"2002",524,0.683903470418565
"84",13107,"Huechuraba","Mujer",41,479,"2002",479,0.625171302157428
"85",13107,"Huechuraba","Hombre",42,-482,"2002",482,0.629086780041504
"86",13107,"Huechuraba","Mujer",42,452,"2002",452,0.589932001200747
"87",13107,"Huechuraba","Hombre",43,-447,"2002",447,0.583406204727287
"88",13107,"Huechuraba","Mujer",43,436,"2002",436,0.569049452485676
"89",13107,"Huechuraba","Hombre",44,-419,"2002",419,0.546861744475913
"90",13107,"Huechuraba","Mujer",44,428,"2002",428,0.558608178128141
"91",13107,"Huechuraba","Hombre",45,-393,"2002",393,0.512927602813923
"92",13107,"Huechuraba","Mujer",45,415,"2002",415,0.541641107297146
"93",13107,"Huechuraba","Hombre",46,-373,"2002",373,0.486824416920085
"94",13107,"Huechuraba","Mujer",46,404,"2002",404,0.527284355055535
"95",13107,"Huechuraba","Hombre",47,-355,"2002",355,0.463331549615631
