"","cod_com","Nombre_Comuna","Sexo","Edad","valores","anio","valores2","porcentaje"
"1",6111,"Olivar","Hombre",0,-117,"2002",117,0.923004102240454
"2",6111,"Olivar","Mujer",0,115,"2002",115,0.907226254338908
"3",6111,"Olivar","Hombre",1,-118,"2002",118,0.930893026191227
"4",6111,"Olivar","Mujer",1,118,"2002",118,0.930893026191227
"5",6111,"Olivar","Hombre",2,-119,"2002",119,0.938781950142001
"6",6111,"Olivar","Mujer",2,122,"2002",122,0.96244872199432
"7",6111,"Olivar","Hombre",3,-122,"2002",122,0.96244872199432
"8",6111,"Olivar","Mujer",3,127,"2002",127,1.00189334174819
"9",6111,"Olivar","Hombre",4,-122,"2002",122,0.96244872199432
"10",6111,"Olivar","Mujer",4,129,"2002",129,1.01767118964973
"11",6111,"Olivar","Hombre",5,-120,"2002",120,0.946670874092774
"12",6111,"Olivar","Mujer",5,126,"2002",126,0.994004417797412
"13",6111,"Olivar","Hombre",6,-117,"2002",117,0.923004102240454
"14",6111,"Olivar","Mujer",6,120,"2002",120,0.946670874092774
"15",6111,"Olivar","Hombre",7,-120,"2002",120,0.946670874092774
"16",6111,"Olivar","Mujer",7,116,"2002",116,0.915115178289681
"17",6111,"Olivar","Hombre",8,-125,"2002",125,0.986115493846639
"18",6111,"Olivar","Mujer",8,117,"2002",117,0.923004102240454
"19",6111,"Olivar","Hombre",9,-128,"2002",128,1.00978226569896
"20",6111,"Olivar","Mujer",9,121,"2002",121,0.954559798043547
"21",6111,"Olivar","Hombre",10,-130,"2002",130,1.0255601136005
"22",6111,"Olivar","Mujer",10,125,"2002",125,0.986115493846639
"23",6111,"Olivar","Hombre",11,-133,"2002",133,1.04922688545282
"24",6111,"Olivar","Mujer",11,128,"2002",128,1.00978226569896
"25",6111,"Olivar","Hombre",12,-132,"2002",132,1.04133796150205
"26",6111,"Olivar","Mujer",12,126,"2002",126,0.994004417797412
"27",6111,"Olivar","Hombre",13,-133,"2002",133,1.04922688545282
"28",6111,"Olivar","Mujer",13,129,"2002",129,1.01767118964973
"29",6111,"Olivar","Hombre",14,-128,"2002",128,1.00978226569896
"30",6111,"Olivar","Mujer",14,122,"2002",122,0.96244872199432
"31",6111,"Olivar","Hombre",15,-119,"2002",119,0.938781950142001
"32",6111,"Olivar","Mujer",15,113,"2002",113,0.891448406437362
"33",6111,"Olivar","Hombre",16,-110,"2002",110,0.867781634585043
"34",6111,"Olivar","Mujer",16,104,"2002",104,0.820448090880404
"35",6111,"Olivar","Hombre",17,-105,"2002",105,0.828337014831177
"36",6111,"Olivar","Mujer",17,101,"2002",101,0.796781319028085
"37",6111,"Olivar","Hombre",18,-104,"2002",104,0.820448090880404
"38",6111,"Olivar","Mujer",18,102,"2002",102,0.804670242978858
"39",6111,"Olivar","Hombre",19,-108,"2002",108,0.852003786683496
"40",6111,"Olivar","Mujer",19,103,"2002",103,0.812559166929631
"41",6111,"Olivar","Hombre",20,-106,"2002",106,0.83622593878195
"42",6111,"Olivar","Mujer",20,107,"2002",107,0.844114862732723
"43",6111,"Olivar","Hombre",21,-105,"2002",105,0.828337014831177
"44",6111,"Olivar","Mujer",21,112,"2002",112,0.883559482486589
"45",6111,"Olivar","Hombre",22,-99,"2002",99,0.781003471126538
"46",6111,"Olivar","Mujer",22,114,"2002",114,0.899337330388135
"47",6111,"Olivar","Hombre",23,-100,"2002",100,0.788892395077311
"48",6111,"Olivar","Mujer",23,110,"2002",110,0.867781634585043
"49",6111,"Olivar","Hombre",24,-101,"2002",101,0.796781319028085
