"","cod_com","Nombre_Comuna","Sexo","Edad","valores","anio","valores2","porcentaje"
"1",9101,"Temuco","Hombre",0,-2104,"2002",2104,0.817630348697582
"2",9101,"Temuco","Mujer",0,1721,"2002",1721,0.668793645488849
"3",9101,"Temuco","Hombre",1,-2149,"2002",2149,0.835117689805657
"4",9101,"Temuco","Mujer",1,1817,"2002",1817,0.706099973186077
"5",9101,"Temuco","Hombre",2,-2194,"2002",2194,0.852605030913733
"6",9101,"Temuco","Mujer",2,1920,"2002",1920,0.746126553944561
"7",9101,"Temuco","Hombre",3,-2244,"2002",2244,0.872035409922706
"8",9101,"Temuco","Mujer",3,2006,"2002",2006,0.779546805839995
"9",9101,"Temuco","Hombre",4,-2269,"2002",2269,0.881750599427192
"10",9101,"Temuco","Mujer",4,2023,"2002",2023,0.786153134703045
"11",9101,"Temuco","Hombre",5,-2297,"2002",2297,0.892631611672217
"12",9101,"Temuco","Mujer",5,2055,"2002",2055,0.798588577268788
"13",9101,"Temuco","Hombre",6,-2335,"2002",2335,0.907398699719037
"14",9101,"Temuco","Mujer",6,2082,"2002",2082,0.809080981933634
"15",9101,"Temuco","Hombre",7,-2364,"2002",2364,0.918668319544241
"16",9101,"Temuco","Mujer",7,2111,"2002",2111,0.820350601758838
"17",9101,"Temuco","Hombre",8,-2379,"2002",2379,0.924497433246933
"18",9101,"Temuco","Mujer",8,2131,"2002",2131,0.828122753362427
"19",9101,"Temuco","Hombre",9,-2391,"2002",2391,0.929160724209086
"20",9101,"Temuco","Mujer",9,2157,"2002",2157,0.838226550447093
"21",9101,"Temuco","Hombre",10,-2443,"2002",2443,0.949368318378418
"22",9101,"Temuco","Mujer",10,2204,"2002",2204,0.856491106715528
"23",9101,"Temuco","Hombre",11,-2486,"2002",2486,0.966078444326135
"24",9101,"Temuco","Mujer",11,2247,"2002",2247,0.873201232663244
"25",9101,"Temuco","Hombre",12,-2462,"2002",2462,0.956751862401828
"26",9101,"Temuco","Mujer",12,2245,"2002",2245,0.872424017502885
"27",9101,"Temuco","Hombre",13,-2452,"2002",2452,0.952865786600033
"28",9101,"Temuco","Mujer",13,2281,"2002",2281,0.886413890389346
"29",9101,"Temuco","Hombre",14,-2308,"2002",2308,0.896906295054191
"30",9101,"Temuco","Mujer",14,2186,"2002",2186,0.849496170272297
"31",9101,"Temuco","Hombre",15,-2207,"2002",2207,0.857656929456066
"32",9101,"Temuco","Mujer",15,2132,"2002",2132,0.828511360942607
"33",9101,"Temuco","Hombre",16,-2239,"2002",2239,0.870092372021809
"34",9101,"Temuco","Mujer",16,2199,"2002",2199,0.85454806881463
"35",9101,"Temuco","Hombre",17,-2320,"2002",2320,0.901569586016345
"36",9101,"Temuco","Mujer",17,2319,"2002",2319,0.901180978436165
"37",9101,"Temuco","Hombre",18,-2456,"2002",2456,0.954420216920751
"38",9101,"Temuco","Mujer",18,2468,"2002",2468,0.959083507882905
"39",9101,"Temuco","Hombre",19,-2603,"2002",2603,1.01154553120713
"40",9101,"Temuco","Mujer",19,2627,"2002",2627,1.02087211313144
"41",9101,"Temuco","Hombre",20,-2710,"2002",2710,1.05312654228633
"42",9101,"Temuco","Mujer",20,2725,"2002",2725,1.05895565598903
"43",9101,"Temuco","Hombre",21,-2703,"2002",2703,1.05040628922508
"44",9101,"Temuco","Mujer",21,2719,"2002",2719,1.05662401050795
"45",9101,"Temuco","Hombre",22,-2626,"2002",2626,1.02048350555126
"46",9101,"Temuco","Mujer",22,2630,"2002",2630,1.02203793587198
"47",9101,"Temuco","Hombre",23,-2563,"2002",2563,0.996001227999953
"48",9101,"Temuco","Mujer",23,2572,"2002",2572,0.999498696221569
"49",9101,"Temuco","Hombre",24,-2508,"2002",2508,0.974627811090083
"50",9101,"Temuco","Mujer",24,2509,"2002",2509,0.975016418670263
"51",9101,"Temuco","Hombre",25,-2506,"2002",2506,0.973850595929724
"52",9101,"Temuco","Mujer",25,2476,"2002",2476,0.96219236852434
"53",9101,"Temuco","Hombre",26,-2464,"2002",2464,0.957529077562187
"54",9101,"Temuco","Mujer",26,2399,"2002",2399,0.932269584850522
"55",9101,"Temuco","Hombre",27,-2387,"2002",2387,0.927606293888369
"56",9101,"Temuco","Mujer",27,2308,"2002",2308,0.896906295054191
"57",9101,"Temuco","Hombre",28,-2275,"2002",2275,0.884082244908269
"58",9101,"Temuco","Mujer",28,2212,"2002",2212,0.859599967356963
"59",9101,"Temuco","Hombre",29,-2151,"2002",2151,0.835894904966016
"60",9101,"Temuco","Mujer",29,2096,"2002",2096,0.814521488056146
"61",9101,"Temuco","Hombre",30,-2054,"2002",2054,0.798199969688609
"62",9101,"Temuco","Mujer",30,2006,"2002",2006,0.779546805839995
"63",9101,"Temuco","Hombre",31,-2025,"2002",2025,0.786930349863404
"64",9101,"Temuco","Mujer",31,1981,"2002",1981,0.769831616335508
"65",9101,"Temuco","Hombre",32,-2000,"2002",2000,0.777215160358918
"66",9101,"Temuco","Mujer",32,1971,"2002",1971,0.765945540533714
"67",9101,"Temuco","Hombre",33,-2010,"2002",2010,0.781101236160713
"68",9101,"Temuco","Mujer",33,1996,"2002",1996,0.7756607300382
"69",9101,"Temuco","Hombre",34,-1986,"2002",1986,0.771774654236406
"70",9101,"Temuco","Mujer",34,1993,"2002",1993,0.774494907297662
"71",9101,"Temuco","Hombre",35,-1959,"2002",1959,0.76128224957156
"72",9101,"Temuco","Mujer",35,1985,"2002",1985,0.771386046656226
"73",9101,"Temuco","Hombre",36,-1908,"2002",1908,0.741463262982408
"74",9101,"Temuco","Mujer",36,1947,"2002",1947,0.756618958609407
"75",9101,"Temuco","Hombre",37,-1873,"2002",1873,0.727861997676127
"76",9101,"Temuco","Mujer",37,1912,"2002",1912,0.743017693303126
"77",9101,"Temuco","Hombre",38,-1816,"2002",1816,0.705711365605898
"78",9101,"Temuco","Mujer",38,1855,"2002",1855,0.720867061232896
"79",9101,"Temuco","Hombre",39,-1766,"2002",1766,0.686280986596925
"80",9101,"Temuco","Mujer",39,1811,"2002",1811,0.703768327705
"81",9101,"Temuco","Hombre",40,-1705,"2002",1705,0.662575924205978
"82",9101,"Temuco","Mujer",40,1759,"2002",1759,0.683560733535668
"83",9101,"Temuco","Hombre",41,-1665,"2002",1665,0.647031620998799
"84",9101,"Temuco","Mujer",41,1729,"2002",1729,0.671902506130285
"85",9101,"Temuco","Hombre",42,-1620,"2002",1620,0.629544279890724
"86",9101,"Temuco","Mujer",42,1693,"2002",1693,0.657912633243824
"87",9101,"Temuco","Hombre",43,-1604,"2002",1604,0.623326558607852
"88",9101,"Temuco","Mujer",43,1688,"2002",1688,0.655969595342927
"89",9101,"Temuco","Hombre",44,-1583,"2002",1583,0.615165799424084
"90",9101,"Temuco","Mujer",44,1675,"2002",1675,0.650917696800594
"91",9101,"Temuco","Hombre",45,-1564,"2002",1564,0.607782255400674
"92",9101,"Temuco","Mujer",45,1670,"2002",1670,0.648974658899697
"93",9101,"Temuco","Hombre",46,-1520,"2002",1520,0.590683521872778
"94",9101,"Temuco","Mujer",46,1630,"2002",1630,0.633430355692518
"95",9101,"Temuco","Hombre",47,-1454,"2002",1454,0.565035421580933
"96",9101,"Temuco","Mujer",47,1568,"2002",1568,0.609336685721392
"97",9101,"Temuco","Hombre",48,-1383,"2002",1383,0.537444283388192
"98",9101,"Temuco","Mujer",48,1498,"2002",1498,0.58213415510883
"99",9101,"Temuco","Hombre",49,-1343,"2002",1343,0.521899980181013
"100",9101,"Temuco","Mujer",49,1471,"2002",1471,0.571641750443984
"101",9101,"Temuco","Hombre",50,-1274,"2002",1274,0.495086057148631
"102",9101,"Temuco","Mujer",50,1422,"2002",1422,0.552599979015191
"103",9101,"Temuco","Hombre",51,-1215,"2002",1215,0.472158209918043
"104",9101,"Temuco","Mujer",51,1375,"2002",1375,0.534335422746756
"105",9101,"Temuco","Hombre",52,-1108,"2002",1108,0.430577198838841
"106",9101,"Temuco","Mujer",52,1229,"2002",1229,0.477598716040555
"107",9101,"Temuco","Hombre",53,-1043,"2002",1043,0.405317706127176
"108",9101,"Temuco","Mujer",53,1158,"2002",1158,0.450007577847813
"109",9101,"Temuco","Hombre",54,-1019,"2002",1019,0.395991124202869
"110",9101,"Temuco","Mujer",54,1141,"2002",1141,0.443401248984763
"111",9101,"Temuco","Hombre",55,-998,"2002",998,0.3878303650191
"112",9101,"Temuco","Mujer",55,1125,"2002",1125,0.437183527701891
"113",9101,"Temuco","Hombre",56,-953,"2002",953,0.370343023911024
"114",9101,"Temuco","Mujer",56,1072,"2002",1072,0.41658732595238
"115",9101,"Temuco","Hombre",57,-896,"2002",896,0.348192391840795
"116",9101,"Temuco","Mujer",57,1009,"2002",1009,0.392105048401074
"117",9101,"Temuco","Hombre",58,-843,"2002",843,0.327596190091284
"118",9101,"Temuco","Mujer",58,958,"2002",958,0.372286061811922
"119",9101,"Temuco","Hombre",59,-804,"2002",804,0.312440494464285
"120",9101,"Temuco","Mujer",59,945,"2002",945,0.367234163269589
"121",9101,"Temuco","Hombre",60,-770,"2002",770,0.299227836738183
"122",9101,"Temuco","Mujer",60,934,"2002",934,0.362959479887615
"123",9101,"Temuco","Hombre",61,-738,"2002",738,0.286792394172441
"124",9101,"Temuco","Mujer",61,908,"2002",908,0.352855682802949
"125",9101,"Temuco","Hombre",62,-690,"2002",690,0.268139230323827
"126",9101,"Temuco","Mujer",62,858,"2002",858,0.333425303793976
"127",9101,"Temuco","Hombre",63,-646,"2002",646,0.25104049679593
"128",9101,"Temuco","Mujer",63,813,"2002",813,0.3159379626859
"129",9101,"Temuco","Hombre",64,-593,"2002",593,0.230444295046419
"130",9101,"Temuco","Mujer",64,772,"2002",772,0.300005051898542
"131",9101,"Temuco","Hombre",65,-553,"2002",553,0.214899991839241
"132",9101,"Temuco","Mujer",65,733,"2002",733,0.284849356271543
"133",9101,"Temuco","Hombre",66,-519,"2002",519,0.201687334113139
"134",9101,"Temuco","Mujer",66,705,"2002",705,0.273968344026519
"135",9101,"Temuco","Hombre",67,-493,"2002",493,0.191583537028473
"136",9101,"Temuco","Mujer",67,692,"2002",692,0.268916445484186
"137",9101,"Temuco","Hombre",68,-477,"2002",477,0.185365815745602
